id,question_type,question,answer,answer_text,answer_skill,chapter_id,topic,subtopic,stale_risk,tags,options
20190410102526wkxrrhxmugx4dmpwb6xzmd,true_false,驾驶机动车在道路上向右变更车道可以不使用转向灯。,B,错误,向右变道都要提前开启右转向灯，示意后方车辆。,1,unknown,unknown,low,chapter:1,正确 | 错误
20190410102526pjem8yvlnedxk3jfi6ertu,true_false,机动车停稳前不能开车门和上下人员。,A,正确,车没停稳不能上下车。,1,unknown,unknown,low,chapter:1,正确 | 错误
201904101025269ydedpwhgba1xta9ihcqq7,true_false,大型客车、重型牵引挂车、城市公交车、中型客车、大型货车驾驶人应当每两年提交一次身体条件证明。,B,错误,大、中型客货车驾驶人要每年参加审验，并申报身体条件情况。题干说每两年，是错误的。,2,unknown,unknown,low,chapter:2,正确 | 错误
20190410102526mndv4wv6d2huirmc7bew2u,true_false,道路交通事故中，驾驶人有饮酒、醉酒嫌疑时，要保护现场并立即报警。,A,正确,发生事故，驾驶人有酒驾、醉驾嫌疑的，应保护现场并立即报警，等待交警处理。,14,traffic-signals,signals-signs-markings,low,chapter:14;交通信号,正确 | 错误
20190410102526buspknai5airmfvtjk8sgo,true_false,驾驶机动车在道路上发生交通事故，当事人不能自行移动车辆的，应当保护现场并立即报警。,A,正确,不能自行移动车辆的，就要保护现场并立即报警。,14,unknown,unknown,low,chapter:14,正确 | 错误
20190410102526guryj8mrow4yarcmi9fwpo,true_false,驾驶人吸食或注射毒品后驾驶机动车的，一经查获，其驾驶证将被注销。,A,正确,毒驾一经查获，驾驶证将被注销。,2,law,driver-license,low,chapter:2;驾驶证,正确 | 错误
201904101025262cqburd2bbnwwdhn3ukrk1,true_false,驶离高速公路可以从这个位置直接驶入匝道。,B,错误,驶离高速公路应提前开右转向灯，在白色虚线处向右进入减速车道降速后驶离。图中前方路口是白色实线，不能压，只能继续前行。,1,safe-driving,road-rules,low,chapter:1;安全行车,正确 | 错误
20190410102526nclhw78buvvkheiskuxc3s,true_false,如图所示，铁路道口设置这个标志，是提示驾驶人前方路口有单股铁道。,B,错误,图中是标志上有一个“X”和一个“˄”，表示多股铁路与道路相交。,1,traffic-signals,signals-signs-markings,low,chapter:1;交通信号,正确 | 错误
20190410102526dy9mrxuffg5hujptjkdutu,true_false,驾驶机动车在隧道内行驶时，可以临时停车。,B,错误,隧道内不得临时停车。,1,safe-driving,road-rules,low,chapter:1;安全行车,正确 | 错误
20190410102526m9befomteuce52c9gz46ds,true_false,已注册登记的机动车，改变车身颜色，机动车所有人不需要向登记地车辆管理所申请变更登记。,B,错误,改变机动车车身颜色，车辆信息已发生变化，应及时申请变更登记。,2,law,vehicle-registration,low,chapter:2;登记,正确 | 错误
201904101025263v4ysne7ame1gqvpypflv7,true_false,造成交通事故后逃逸且构成犯罪的驾驶人，将吊销驾驶证且终生不得重新取得驾驶证。,A,正确,凡是肇事逃逸者，吊销驾驶证，且终生不得重新申领。,15,law,driver-license,low,chapter:15;驾驶证,正确 | 错误
20190410102526hctwbytpnkhxfypnj7t5j5,true_false,距离交叉路口50米以内的路段不能停车。,A,正确,交叉路口路况复杂，50米以内不得停车。,1,safe-driving,road-rules,low,chapter:1;安全行车,正确 | 错误
20190410102526yflcboycqacskbsx1dau1q,true_false,有吸食、注射毒品后驾驶机动车行为的驾驶人，不会被注销驾驶证。,B,错误,毒驾（无论是吸毒后，还是戒毒康复期间）一经查获，驾驶证将被注销。,2,law,driver-license,low,chapter:2;驾驶证,正确 | 错误
20190410102526u4ptdnyrnufabujlnnmfgp,true_false,年龄在50周岁以上的机动车驾驶人，应当每年进行一次身体检查，并向公安机关交通管理部门申报身体条件情况。,B,错误,70周岁以上的机动车驾驶人，要每年进行一次身体检查，并提交有关身体条件的证明。,2,unknown,unknown,low,chapter:2,正确 | 错误
20190410102526clohubg3n3clkpkuinmjzp,true_false,交通信号包括交通信号灯、交通标志、交通标线和交通警察的指挥。,A,正确,交通信号分4类：信号灯、标志、标线和交警指挥。,1,traffic-signals,signals-signs-markings,low,chapter:1;交通信号,正确 | 错误
20190410102526sha7zgkx4dtbzlxhnzx26,true_false,在这段道路上，只要不影响其他车辆通行的前提下可以掉头。,A,正确,图中左侧为黄色虚线，可跨越，在安全的前提下可以掉头。,1,unknown,unknown,low,chapter:1,正确 | 错误
20190410102526vpubng85fs4khtr53vvr2p,true_false,在车门、车厢没有关好时不要驾驶机动车起步。,A,正确,车门没关好不能起步。,1,unknown,unknown,low,chapter:1,正确 | 错误
20190410102526trt6ixkpbnyybtfcxjkngw,true_false,驾驶机动车在高速公路上发生故障，需要停车排除故障时，若能将机动车移至应急车道内，则不需要开启危险报警闪光灯。,B,错误,不管能不能转移到应急车道，故障车辆都要开启危险报警闪光灯。,1,safe-driving,road-rules,low,chapter:1;安全行车,正确 | 错误
20190410102526fcagdey8znqdr5dzffypgd,true_false,驾驶人将机动车交给驾驶证被暂扣的人驾驶的，交通警察给予口头警告。,B,错误,将机动车交给驾驶证被暂扣的人驾驶，会追究连带责任，交警可依法扣留车主驾驶证，并处罚款200-2000元。,15,law,points,low,chapter:15;扣分,正确 | 错误
20190410102526acujf6ubtxrpeupmgcng4f,true_false,如图所示，这种情况下只要后方、对向无来车，可以掉头。,A,正确,图中地面是黄色虚线，在安全的前提下，可跨越掉头。,1,unknown,unknown,low,chapter:1,正确 | 错误
20190410102526r22tz5pky6sdxnxzwk7ww8,true_false,申请人患有癫痫病的，可以申领机动车驾驶证，但是驾驶时必须有人陪同。,B,错误,患有癫痫病，驾车有安全隐患，不得申领驾驶证。,2,law,driver-license,low,chapter:2;驾驶证,正确 | 错误
20190410102526crjaekq3ewkcwrtk916e2y,true_false,拼装的机动车只要认为安全就可以上路行驶。,B,错误,拼装机动车未进行安全性能检测，不得上路。,2,unknown,unknown,low,chapter:2,正确 | 错误
2019041010252672wmlo4j6qkhcr8k94s9wv,true_false,驾驶人违反交通运输管理法规发生重大事故后，因逃逸致人死亡的，处3年以上7年以下有期徒刑。,B,错误,因逃逸致人死亡的，处7年以上有期徒刑。,15,unknown,unknown,low,chapter:15,正确 | 错误
201904101025268opzzx7ec97zse9cesxk6b,true_false,经购买、调拨、赠予等方式获得机动车后尚未注册登记的，向车辆管理所申领临时行驶车号牌后，方可临时上道路行驶。,A,正确,凡上路行驶的机动车必须要有号牌，未注册登记的，要申请临时号牌才能上路。,2,law,driver-license,low,chapter:2;驾驶证,正确 | 错误
20190410102526gkvwsdbdntwdmuiavf2zjn,true_false,科目三道路驾驶技能和安全文明驾驶常识考试满分分别为100分，成绩分别达到80和90分的为合格。,B,错误,科三路考和理论考试，满分都是100分，90分才合格。,2,law,points,low,chapter:2;扣分,正确 | 错误
20190410102526dqmhzmqpha4nwga5orxhqf,true_false,如图所示，A车具有优先通行权。,B,错误,图中A车是右转，B车是左转，右转让左转，所以B车拥有优先通过权。,1,unknown,unknown,low,chapter:1,正确 | 错误
20190410102526bejgnkwrx8adrft6egbp7r,true_false,记分满12分的驾驶人拒不参加学习和考试的将被公告驾驶证停止使用。,A,正确,记满12分的，拒不参加学习考试的，驾驶证将被公告停止使用。,2,law,points,low,chapter:2;扣分,正确 | 错误
20190410102526nhedidasudeyynhrsxfxqi,true_false,车辆在高速公路发生故障不能移动时，驾驶人这种尝试排除故障的做法是否正确？,B,错误,图中故障车辆在高速路上临时停车，未开启危险报警上光灯、未将车辆转移到应急车道、未将车内人员疏散到右侧路肩或应急车道内、未在车后150米外设置警告标志，是不正确的。,1,traffic-signals,signals-signs-markings,low,chapter:1;交通信号,正确 | 错误
201904101025262qdr8fxzbrd3vo2s5bka6k,true_false,驾驶人有使用其他车辆检验合格标志嫌疑的，交通警察可依法扣留车辆。,A,正确,驾驶人有使用其他车辆检验合格标志嫌疑的，交警可依法扣留车辆。,15,law,points,low,chapter:15;扣分,正确 | 错误
20190410102526yaxpti5fqunyu19flrsz9t,true_false,机动车行驶证灭失、丢失，机动车所有人要向登记地车辆管理所申请补领、换领。,A,正确,机动车行驶证灭失、丢失的，要向登记地车辆管理所申请补领、换领。,2,law,vehicle-registration,low,chapter:2;登记,正确 | 错误
20190410102526expkjytb4wtbrwtvzennek,true_false,如图所示，驾驶机动车遇到右侧车辆强行变道，应减速慢行，让右前方车辆顺利变道。,A,正确,图中右侧车辆强行变道不对，但为了安全，还是应减速让行。,1,safe-driving,road-rules,low,chapter:1;安全行车,正确 | 错误
201904101025269jfwh6zatrwuo2uzjvwkxe,true_false,驾驶机动车行经漫水路或者漫水桥时，应当停车察明水情，快速通过。,B,错误,过漫水路时应停车察明水情，确认安全再低速通过。,1,safe-driving,road-rules,low,chapter:1;安全行车,正确 | 错误
20190410102527lqrxab8mg1gxkjqs39uw2g,true_false,在这种情况的铁路道口要加速通过。,B,错误,图中为无人看守的铁路道口，且红灯亮起，应停车等待。,1,safe-driving,road-rules,low,chapter:1;安全行车,正确 | 错误
20190410102527qnvodjzrwncavqplxwv6at,true_false,驾驶机动车在高速公路要按照限速标志标明的车速行驶。,A,正确,高速公路上有限速标志的，一定要按照限速标志行车。,1,traffic-signals,signals-signs-markings,low,chapter:1;交通信号,正确 | 错误
201904101025275jeunpazarshpdcrv45ym6,true_false,驾驶人违反交通运输管理法规发生重大事故致人死亡的处3年以上有期徒刑。,B,错误,发生重大事故，致人重伤、死亡或者使公私财产遭受重大损失的，处三年以下有期徒刑或者拘役。,15,unknown,unknown,low,chapter:15,正确 | 错误
20190410102527bsjkz1glwyi867dvzdsd7c,true_false,在这种情况下可加速通过交叉路口。,B,错误,黄灯亮，车身未越过停止线，应停车等待。,1,safe-driving,road-rules,low,chapter:1;安全行车,正确 | 错误
20190410102527g8ngafnbdcjyyjauwbcknb,true_false,驾驶机动车行经城市没有列车通过的铁路道口时允许超车。,B,错误,铁路道口情况复杂，不得超车。,1,safe-driving,road-rules,low,chapter:1;安全行车,正确 | 错误
20190410102527ax1xiqdt97wdqwazsd6kwm,true_false,行车中遇到执行紧急任务的消防车、救护车、工程救险车时要及时让行。,A,正确,遇执行任务的警车、消防车、救护车、工程救险车，应及时让行。,14,safe-driving,road-rules,low,chapter:14;安全行车,正确 | 错误
201904101025275uzn35zudfruusc4rzx46p,true_false,初次申领的机动车驾驶证的有效期为4年。,B,错误,初次申领的机动车驾驶证的有效期为6年。,2,law,driver-license,low,chapter:2;驾驶证,正确 | 错误
20190410102527lre329e9cgyggmed6mjhqy,true_false,如图所示，A车在此处停车是可以的。,B,错误,距路口50米以内不得停车，图中A车停在距离路口30米处，是不允许的。,1,safe-driving,road-rules,low,chapter:1;安全行车,正确 | 错误
20190410102527dtd2ffsb5orhl4gsnkfft,true_false,申请小型汽车驾驶证的，年龄应在18周岁以上70周岁以下。,B,错误,申请小型汽车驾驶证年龄为：18周岁以上不设上限，但70周岁以上人员要每年进行体检。,2,law,driver-license,low,chapter:2;驾驶证,正确 | 错误
20190410102527kifbgymrephgkapurk4hxi,true_false,如图所示，在这种情况下准备进入环形路口时，为了保证车后车流的通畅，应加速超越红车进入路口。,B,错误,进入环形路口要有序驶入，图中红车在我方车辆的前面，我方应排队有序通行。,1,unknown,unknown,low,chapter:1,正确 | 错误
20190410102527kk6qu3uhkawjvphjdj4dog,true_false,造成致人轻伤以上或者死亡的交通事故后逃逸，尚不构成犯罪的，一次记12分。,A,正确,,2,law,points,low,chapter:2;扣分,正确 | 错误
20190410102527ruxhax946vbacxjayh5vwv,true_false,车辆在这种条件的道路上，最高速度不能超过每小时50公里。,B,错误,图中为冰雪道路，车速不得超30km/h。,1,safe-driving,road-rules,low,chapter:1;安全行车,正确 | 错误
20190410102527mru63hy6dtoda9u4bqj76m,true_false,驾驶机动车遇到漫水桥时要察明水情确认安全后再低速通过。,A,正确,遇到漫水桥，要停车察明水情，确认安全再低速通过。,1,safe-driving,road-rules,low,chapter:1;安全行车,正确 | 错误
20190410102527qcwz9inv4mw96nltwwwxtf,true_false,机动车在高速公路上发生交通事故无法正常行驶时，用救援车、清障车拖曳、牵引。,A,正确,机动车在高速公路上发生交通事故无法正常行驶时，需要专业的救援车、清障车拖曳、牵引。,1,safe-driving,road-rules,low,chapter:1;安全行车,正确 | 错误
20190410102527gt52zghaotawhwkb85zf4q,true_false,对有使用伪造或变造检验合格标志嫌疑的车辆，交通警察只进行罚款处罚。,B,错误,伪造或变造检验合格标志、保险标志等的，可依法扣留机动车，还将处10日以下拘留，并处罚款1000-3000元。,15,law,points,low,chapter:15;扣分,正确 | 错误
20190410102527f9z2zacxllp6bweckm4p8v,true_false,驾驶小型汽车在高速公路、城市快速路上行驶超过规定时速50%以上的，一次记3分。,B,错误,驾驶小型汽车在高速公路、城市快速路上行驶超过规定时速50%以上的，一次记12分。,2,law,points,low,chapter:2;扣分,正确 | 错误
20190410102527lzglgsur1tstuxwd4bodtt,true_false,持有大型客车、重型牵引挂车、城市公交车、中型客车、大型货车驾驶证的驾驶人，记分周期内有记分的，应当在记分周期结束后三十日内到公安机关交通管理部门接受审验，同时还应当申报身体条件情况。,A,正确,大型客车、牵引车、城市公交车、中型客车、大型货车驾驶证的驾驶人，有扣分的，应当在每个记分周期结束后30日内接受审验并提交体检报告。没扣分的可免检。,2,law,points,low,chapter:2;扣分,正确 | 错误
20190410102527jb1fpfgjgwg6kkd92t6gqe,true_false,驾驶机动车经过无划分车道的道路时，可以随意通行。,B,错误,道路未划分车行道的，机动车要在降低车速在中间通行，非机动车和行人在道路两侧通行。,1,unknown,unknown,low,chapter:1,正确 | 错误
201904101025279ptnfgq7vcgyoeny2vwamk,true_false,申请人因居住地发生变化，提出变更考试场地申请，不得超过3次。,A,正确,申请人居住地发生变化的，可以提出变更考试场地申请，在现居住地预约其他科目考试，但不得超过3次。,2,unknown,unknown,low,chapter:2,正确 | 错误
20190410102527pexc23vogqefutkyq1efuo,true_false,驾驶机动车在雾天行车开启雾灯和危险报警闪光灯。,A,正确,雾天能见度低，行车要开启雾灯和危险报警闪光灯，提醒其它车辆注意。,1,unknown,unknown,low,chapter:1,正确 | 错误
20190410102527p2awsuqymbfmvqai6fyxyk,true_false,在路口遇这种情形要减速让行。,A,正确,图中标志为减速让行标志，应让左侧来车先行。,1,traffic-signals,signals-signs-markings,low,chapter:1;交通信号,正确 | 错误
20190410102527syhkkqqttbzm9gfs8p15sh,true_false,驾驶机动车在人行横道上临时停车属于违法行为。,A,正确,人行横道禁止停车，机动车占用是违法行为。,1,safe-driving,road-rules,low,chapter:1;安全行车,正确 | 错误
20190410102527d8j2feqpmzsg3hab4whf5f,true_false,驾驶人在实习期内驾驶机动车时，应当在车身后部粘贴或者悬挂统一式样的实习标志。,A,正确,实习期驾驶员驾驶技术还处在入门阶段，要在车身后粘贴或悬挂统一式样的实习标志，提醒其他车辆注意。,2,law,driver-license,low,chapter:2;驾驶证,正确 | 错误
20190410102527wcznsk1eainpvrogzsogdw,true_false,年龄在70周岁以上，在一个记分周期结束后一年内未提交身体条件证明的，其机动车驾驶证将会被车辆管理所注销。,A,正确,70周岁以上的驾驶人要一年一交身体条件证明，否则将被注销驾驶证。,2,law,points,low,chapter:2;扣分,正确 | 错误
20190410102527bg7mw2b3wfdedeb93htm73,true_false,驾驶机动车在交叉路口前变更车道时，应在进入实线区后，开启转向灯，变更车道。,B,错误,变道应在虚线处完成，实线区禁止变道。,1,unknown,unknown,low,chapter:1,正确 | 错误
20190410102527cmfed3ckq12wn6qyqacpbq,true_false,驾驶机动车超车应该提前开启左转向灯、变换使用远近光灯或鸣喇叭。,A,正确,超车要从左侧超越，应提前开启左转向灯，变换使用远、近光灯或鸣喇叭提醒前车。,1,safe-driving,road-rules,low,chapter:1;安全行车,正确 | 错误
201904101025275a59evs3798za91rdquzrn,true_false,这辆停在路边的机动车没有违法行为。,B,错误,图中机动车发生故障，未开启危险报警闪光灯，警告标志设置距离小于50米，属于违法行为。,1,traffic-signals,signals-signs-markings,low,chapter:1;交通信号,正确 | 错误
201904101025272zrpz4stvxkqgzfrv4fmzb,true_false,驾驶人在机动车驾驶证的6年有效期内，每个记分周期均未达到12分的，换发10年有效期的机动车驾驶证。,A,正确,初次申领驾驶证有效期是6年，每个记分周期均未达到12分的，换发10年的。,2,law,points,low,chapter:2;扣分,正确 | 错误
20190410102527dsavbmr8byhqh2fcq61nkr,true_false,车辆后备箱门未关好，是可以上路行驶的。,B,错误,凡上路行驶的机动车，所有车门都要关好，包括后备箱。,1,unknown,unknown,low,chapter:1,正确 | 错误
20190410102527q8xvns3hul6ia7wihxzjcl,true_false,驾驶机动车发生财产损失交通事故后，当事人对事实及成因无争议移动车辆时需要对现场拍照或者标划停车位置。,A,正确,发生交通事故，无伤亡、无争议的，可先撤离现场再协商解决。为留存证据，当事人在移动车辆时要对现场拍照或标划停车位置。,14,safe-driving,road-rules,low,chapter:14;安全行车,正确 | 错误
20190410102527trhc4hvkovandw1tq8vg1h,true_false,如图所示，在这种情况下只要后方没有来车，可以倒车。,B,错误,图中道路右侧长方形蓝底+直行箭头，是单行路标志，只能向前行驶，不得倒车。,1,traffic-signals,signals-signs-markings,low,chapter:1;交通信号,正确 | 错误
20190410102527kzepaycpdjgdt6bvgkswpb,true_false,驾驶这种机动车上路行驶没有违法行为。,B,错误,图中该机动车的号牌被故意遮挡，属于违法行为。,2,law,vehicle-registration,low,chapter:2;登记,正确 | 错误
2019041010252734223dal4rvkfdyxapjgh7,true_false,在交叉路口遇到这种情况时，要在红灯亮以前加速通过路口。,B,错误,图中信号灯为黄灯，车身未过停止线，应停车等待。,1,traffic-signals,signals-signs-markings,low,chapter:1;交通信号,正确 | 错误
201904101025278twsxtxa5havqth4sdcqfk,true_false,机动车之间发生交通事故，不管是否有人员伤亡，只要双方当事人同意，都可自行协商解决。,B,错误,发生交通事故，有人员伤亡的必须立即报警。,14,unknown,unknown,low,chapter:14,正确 | 错误
20190410102527ypcaojubq44n5akrc4ozb,true_false,使用伪造、变造的驾驶证一次记12分。,A,正确,使用伪造、变造的机动车驾驶证的，一次记12分。,2,law,points,low,chapter:2;扣分,正确 | 错误
20190410102528urxfnz6utbzhsajh4g6buq,true_false,机动车驾驶人补领机动车驾驶证后，原机动车驾驶证作废，不得继续使用。,A,正确,补领驾驶证后，原驾驶证作废，不得继续使用。,2,law,driver-license,low,chapter:2;驾驶证,正确 | 错误
201904101025282hsm9r7e29me45guxtr35c,true_false,如图所示，驾驶机动车遇到这种情况，不仅要控制车速留出会车空间，而且要注意与右侧的儿童保持足够的安全距离。,A,正确,图中道路较窄，左侧对向有来车，右侧有儿童，需两边兼顾。,1,safe-driving,road-rules,low,chapter:1;安全行车,正确 | 错误
20190410102528khkygsbhkpu3weeg25fwb1,true_false,违反交通管制的规定强行通行，不听劝阻的，由公安机关交通管理部门处两百元以上两千元以下罚款，可以并处十五日以下拘留。,A,正确,违反交通管制，不听劝阻的，处罚款200-2000元，并处15日以下拘留。,15,unknown,unknown,low,chapter:15,正确 | 错误
20190410102528aaq3fvpwcbpsxl9gucike,true_false,驾驶机动车在道路上超车完毕驶回原车道时需提前开启右转向灯。,A,正确,超车完毕驶回原车道要向右变道，要提前开启右转向灯示意。,1,safe-driving,road-rules,low,chapter:1;安全行车,正确 | 错误
20190410102528vaxvzp5jzczphwcm78ra5k,true_false,距离桥梁、陡坡、隧道50米以内的路段不能停车。,A,正确,桥梁、陡坡、隧道等路段路况复杂，50米内禁止停车。,1,safe-driving,road-rules,low,chapter:1;安全行车,正确 | 错误
20190410102528nahsksbmsr4qsxiw1qahut,true_false,机动车登记证书、号牌、行驶证灭失、丢失或者损毁的，机动车所有人应当向居住地车辆管理所申请补领、换领。,B,错误,跟机动车相关的证件，要申请补发、换领，都在登记地车管所。,2,law,vehicle-registration,low,chapter:2;登记,正确 | 错误
2019041010252874uwtbjjqnfxguzgb7whu9,true_false,驾驶人因服兵役、出国（境）等原因延期审验期间不得驾驶机动车。,A,正确,因服兵役、出国（境）等原因无法审验驾驶证的，可申请延期，最长不超过3年，期间不得驾驶机动车。,2,law,driver-license,low,chapter:2;驾驶证,正确 | 错误
20190410102528qqh2dmnr1wgqzyhhpakstd,true_false,如图所示，驾驶机动车遇到这种情况能够加速通过，是因为人行横道没有行人通过。,B,错误,图中前方是人行横道，无论有没有行人，都应减速慢行，不得加速通过。,1,unknown,unknown,low,chapter:1,正确 | 错误
20190410102528beskxkus7zb93hrcey44h3,true_false,机动车参加安全技术检验的主要目的是检查车辆各项性能系数，及时消除车辆安全隐患，减少事故发生。,A,正确,机动车安全技术检验就是为了消除安全隐患。,2,law,vehicle-registration,low,chapter:2;登记,正确 | 错误
20190410102528j6eiccucnr2wkuifd7n3hd,true_false,道路交通标线分为指示标线、警告标线、禁止标线。,A,正确,道路交通有7标3线，7标是：指示标志、警告标志、禁令标志、指路标志、旅游区标志、道路施工安全标志和辅助标志；3线是：指示标线、警告标线和禁止标线。,1,traffic-signals,signals-signs-markings,low,chapter:1;交通信号,正确 | 错误
20190410102528umqea1gcc8wfxxaphmxi84,true_false,机动车上路行驶时，前排乘车人可不系安全带。,B,错误,机动车上路，车内人员都要系好安全带。,3,unknown,unknown,low,chapter:3,正确 | 错误
201904101025282dawms3qqc1cdewhmczfo6,true_false,驾驶小型汽车下陡坡时允许熄火滑行。,B,错误,下陡坡熄火滑行很危险，方向盘会锁死无转向动力，易刹车失灵，导致翻车。,1,unknown,unknown,low,chapter:1,正确 | 错误
20190410102528vty5qfithmt8egyzqebonc,true_false,驾驶机动车碰撞建筑物、公共设施后可即行撤离现场。,B,错误,碰撞建筑物、公共设施后，应保护现场立即报警等待处理。,14,unknown,unknown,low,chapter:14,正确 | 错误
20190410102528q4zpue3smjg1vfmgggfljo,true_false,机动车驾驶证有效期超过一年以上未换证的，驾驶证将被注销。,A,正确,超一年未换证会被注销，需要重新学习并通过科目一考试才可恢复。,2,law,driver-license,low,chapter:2;驾驶证,正确 | 错误
20190410102528wgqngrjdqvnn51yf8rqnsa,true_false,机动车驾驶人驾驶证有效期满换领驾驶证时，只能提交县级以上医疗机构出具的身体条件证明。,B,错误,根据新规：期满换证可提交具备健康体检资质的二级以上医院、乡镇卫生院、社区卫生服务中心、健康体检中心等医疗机构提供的的身体条件证明。,2,law,driver-license,medium,chapter:2;驾驶证,正确 | 错误
20190410102528rxuszez5mcjflubh7popk3,true_false,驾驶机动车在没有道路中心线的道路上行驶，应该在道路的左侧通行。,B,错误,在没有中心线的道路上行车，机动车应在道路中间行驶，非机动车和行人在两侧通行。,1,unknown,unknown,low,chapter:1,正确 | 错误
20190410102528kkqewhyix2os2r58iod1c7,true_false,对未取得驾驶证驾驶机动车的，追究其法律责任。,A,正确,未取得驾驶证不得驾驶机动车，否则将依法追究法律责任。,2,law,driver-license,low,chapter:2;驾驶证,正确 | 错误
20190410102528mpq2ygumvxhgrgiwnctata,true_false,未上坡的车辆遇到这种情况让对向下坡车先行。,A,正确,图中下坡的车已到中途，可以先行下坡。,1,unknown,unknown,low,chapter:1,正确 | 错误
20190410102528nhck2muwxlfsaqb1vtndyr,true_false,在道路上临时停车不得妨碍其他车辆和行人通行。,A,正确,任何情况下不得妨碍其他车辆和行人通行。,1,safe-driving,road-rules,low,chapter:1;安全行车,正确 | 错误
20190410102528t6vsud9kp3ru15dxfqqzyq,true_false,申请人因故不能按照预约时间参加考试的，应当提前一日申请取消预约，对申请人未按照预约考试时间参加考试的，判定该次考试不合格。,A,正确,每次考试都要提前预约，无法参加的话要提前一天取消，不然将被判定不合格。,2,unknown,unknown,low,chapter:2,正确 | 错误
20190410102528avm4uo5vkxibjnpdfy9uzh,true_false,道路交通安全违法行为累积记分一个周期满分为12分。,A,正确,累积记分制度的记分周期为一年，满分为12分，从初次领取驾驶证日开始算起。,2,law,points,low,chapter:2;扣分,正确 | 错误
20190410102528vyjan82fhjhb2abq6gawfh,true_false,在这段道路上不能掉头。,A,正确,图中为急转弯标志，路况复杂，且左侧为黄实线不能压，所以不能掉头。,1,traffic-signals,signals-signs-markings,low,chapter:1;交通信号,正确 | 错误
201904101025282ngdwnshnbmvfjgjp4izbs,true_false,高速公路上车辆发生故障后，开启危险报警闪光灯和摆放警告标志的作用是警告后续车辆注意避让。,A,正确,车辆发生故障，开启危险报警闪光灯和设置警告标志，是为提醒其他车辆注意避让。,1,traffic-signals,signals-signs-markings,low,chapter:1;交通信号,正确 | 错误
20190410102528nfds943nlby2ify8ptgc3w,true_false,在没有交通信号指示的交叉路口，转弯的机动车让直行的车辆和行人先行。,A,正确,在没有交通信号灯的交叉路口，转弯的机动车要礼让直行的车辆和行人。,1,traffic-signals,signals-signs-markings,low,chapter:1;交通信号,正确 | 错误
201904101025283mtt1j1hukvtd3gr8bxbo3,true_false,当驾驶人的血液中酒精含量为100毫克/100毫升时，属于醉酒驾驶。,A,正确,血液中的酒精含量大于或等于80mg/100mL，属于醉驾。,15,unknown,unknown,low,chapter:15,正确 | 错误
20190410102528lspqb72y9xjuyuahzqeawy,true_false,两辆机动车发生轻微碰擦事故后，为保证理赔，必须等保险公司人员到场鉴定后才能撤离现场。,B,错误,发生轻微交通事故，未造成人身伤亡，且当事人对事实及成因无争议的，可即行撤离现场，自行协商处理。,14,unknown,unknown,low,chapter:14,正确 | 错误
20190410102528d9udmyjx71rxlvn3k7hef1,true_false,驾驶机动车上路前应当检查车辆安全技术性能。,A,正确,驾驶机动车上路前，要检查车辆轮胎、制动等安全性能，排除安全隐患。,2,unknown,unknown,low,chapter:2,正确 | 错误
20190410102528ryqxlatvpey46oo5nresd,true_false,在交叉路口遇到这种情况享有优先通行权。,A,正确,图中我方为左转，对向来车为右转，右转让左转，所以我方拥有优先通行权。,1,unknown,unknown,low,chapter:1,正确 | 错误
20190410102528tx4b1mrdqzo8jvcpp69tdh,true_false,牵引故障车时，牵引与被牵引的机动车，在行驶中都要开启危险报警闪光灯。,A,正确,牵引故障车时，车速较慢，牵引车和被牵引车都应开启危险报警闪光灯。,1,unknown,unknown,low,chapter:1,正确 | 错误
201904101025287tfsq5vsqrnb2opt7gursb,single_choice,驾驶机动车在道路上违反道路交通安全法的行为，属于什么行为？,B,违法行为,违反道路交通安全法就是违法行为。,15,unknown,unknown,low,chapter:15,违章行为 | 违法行为 | 过失行为 | 违规行为
20190410102528g1pbncrqk7dfzgggjtuock,single_choice,驾驶机动车在没有道路中心线的狭窄山路怎样会车？,D,不靠山体的一方先行,狭窄山路会车，不靠山体的一方相对更危险，拥有优先通行权。,1,safe-driving,road-rules,low,chapter:1;安全行车,速度慢的先行 | 重车让空车先行 | 靠山体的一方先行 | 不靠山体的一方先行
2019041010252852cwmydmnzyffcyu856h5f,single_choice,驾驶机动车需要在路边停车时怎样选择停车地点？,C,在停车泊位内停放,选项中只有停车泊位能停车，其它选项都不能。,1,safe-driving,road-rules,low,chapter:1;安全行车,在人行道上停放 | 在路边随意停放 | 在停车泊位内停放 | 靠左侧路边逆向停放
20190410102528uagnpbsksi9bwcdrfx1ek8,single_choice,驾驶人在驾驶证有效期满前多长时间申请换证？,C,90日内,驾驶证过期立马作废，换证应在有效期满前90日内申请换证。,2,law,driver-license,low,chapter:2;驾驶证,30日内 | 60日内 | 90日内 | 6个月内
20190410102528792iy3jaxxwiron5w6bqpa,single_choice,如图所示，在高速公路同方向三条机动车道中间车道行驶，车速不能低于多少？,B,90公里/小时,图中是同方向有3车道的高速公路，中间车道行驶车速不能低于90km/h。,1,safe-driving,road-rules,low,chapter:1;安全行车,60公里/小时 | 90公里/小时 | 100公里/小时 | 110公里/小时
201904101025286gkppv3hamvwzibvxv1y5u,single_choice,这两辆车发生追尾的主要原因是什么？,A,后车未与前车保持安全距离,因为后车没有保持安全距离，才导致追尾，所以后车全责。,1,unknown,unknown,low,chapter:1,后车未与前车保持安全距离 | 后车超车时距离前车太近 | 前车采取制动过急 | 前车采取制动时没看后视镜
